# PDG2025 list including hadrons and charm
#         pdgid                name         stable      mass[GeV]     degeneracy     statistics              B              Q              S              C            |S|            |C|     width[GeV] threshold[GeV]
            111                  pi0             1       0.134977              1             -1              0              0              0              0              0              0       7.81e-09              0
            211                  pi+             1        0.13957              1             -1              0              1              0              0              0              0     2.5284e-17       0.139571
            221                  eta             0       0.547862              1             -1              0              0              0              0        1.33333              0       1.31e-06       0.240882
        9000221            f(0)(500)             0            0.6              0             -1              0              0              0              0              0              0           0.45       0.276078
            213            rho(770)+             0        0.77511              3             -1              0              1              0              0              0              0         0.1491       0.274547
            113            rho(770)0             0        0.77526              3             -1              0              0              0              0              0              0         0.1474       0.279141
            223           omega(782)             0        0.78266              3             -1              0              0              0              0              0              0        0.00868       0.388407
            331            eta'(958)             0        0.95778              1             -1              0              0              0              0        0.66667              0       0.000188       0.789192
        9000111           a(0)(980)0             0           0.98              1             -1              0              0              0              0              0              0          0.075       0.682839
        9000211           a(0)(980)+             0           0.98              1             -1              0              1              0              0              0              0          0.075       0.687432
        9010221            f(0)(980)             0           0.99              1             -1              0              0              0              0              0              0           0.06       0.276079
            333            phi(1020)             0        1.01946              3             -1              0              0              0              0              2              0       0.004249       0.896708
          10223           h(1)(1170)             0          1.166              3             -1              0              0              0              0              0              0          0.375       0.913299
          10113          b(1)(1235)0             0         1.2295              3             -1              0              0              0              0              0              0          0.142       0.917627
          10213          b(1)(1235)+             0         1.2295              3             -1              0              1              0              0              0              0          0.142        0.92222
          20113          a(1)(1260)0             0           1.23              3             -1              0              0              0              0              0              0           0.42        0.91483
          20213          a(1)(1260)+             0           1.23              3             -1              0              1              0              0              0              0           0.42       0.912534
            225           f(2)(1270)             0         1.2754              5             -1              0              0              0              0              0              0         0.1866       0.340443
          20223           f(1)(1285)             0         1.2818              3             -1              0              0              0              0              0              0          0.023        0.92385
         100221            eta(1295)             0          1.294              1             -1              0              0              0              0              0              0          0.055       0.823941
         100111            pi(1300)0             0            1.3              1             -1              0              0              0              0              0              0            0.4        0.91483
         100211            pi(1300)+             0            1.3              1             -1              0              1              0              0              0              0            0.4       0.912534
            115          a(2)(1320)0             0         1.3182              5             -1              0              0              0              0              0              0          0.107       0.900369
            215          a(2)(1320)+             0         1.3182              5             -1              0              1              0              0              0              0          0.107       0.898943
          10221           f(0)(1370)             0           1.35              1             -1              0              0              0              0              0              0           0.35       0.276079
        9020221            eta(1405)             0         1.4087              1             -1              0              0              0              0            0.8              0         0.0503         1.0861
          10333           h(1)(1415)             0          1.409              3             -1              0              0              0              0              0              0          0.078       0.913299
         100223          omega(1420)             0           1.41              3             -1              0              0              0              0              0              0           0.29       0.913299
          20333           f(1)(1420)             0         1.4284              3             -1              0              0              0              0              2              0         0.0567        1.39117
          10111          a(0)(1450)0             0          1.439              1             -1              0              0              0              0              0              0          0.258       0.922295
          10211          a(0)(1450)+             0          1.439              1             -1              0              1              0              0              0              0          0.258       0.925364
         100113           rho(1450)0             0          1.465              3             -1              0              0              0              0              0              0            0.4       0.279141
         100213           rho(1450)+             0          1.465              3             -1              0              1              0              0              0              0            0.4       0.274547
         100331            eta(1475)             0          1.476              1             -1              0              0              0              0              2              0          0.096        1.12856
            335          f(2)'(1525)             0         1.5173              5             -1              0              0              0              0              2              0          0.072       0.996861
        9030221           f(0)(1500)             0          1.522              1             -1              0              0              0              0              0              0          0.108       0.546332
        9010225           f(2)(1565)             0          1.571              5             -1              0              0              0              0              0              0          0.133       0.269954
          10225         eta(2)(1645)             0          1.617              5             -1              0              0              0              0              0              0          0.181        1.47656
        9010113         pi(1)(1600)0             0          1.645              3             -1              0              0              0              0              0              0           0.37        1.17956
        9010213         pi(1)(1600)+             0          1.645              3             -1              0              1              0              0              0              0           0.37        1.17956
        9020113          a(1)(1640)0             0          1.655              3             -1              0              0              0              0              0              0           0.25        1.16265
        9020213          a(1)(1640)+             0          1.655              3             -1              0              1              0              0              0              0           0.25         1.1638
            227       omega(3)(1670)             0          1.667              7             -1              0              0              0              0              0              0          0.168          0.986
          30223          omega(1650)             0           1.67              3             -1              0              0              0              0              0              0          0.315        1.10087
          10115         pi(2)(1670)0             0         1.6706              5             -1              0              0              0              0              0              0          0.258        1.22064
          10215         pi(2)(1670)+             0         1.6706              5             -1              0              1              0              0              0              0          0.258        1.22309
         100333            phi(1680)             0           1.68              3             -1              0              0              0              0              2              0           0.15        1.39117
            117        rho(3)(1690)0             0         1.6888              7             -1              0              0              0              0              0              0          0.161       0.557717
            217        rho(3)(1690)+             0         1.6888              7             -1              0              1              0              0              0              0          0.161       0.559918
        9000115          a(2)(1700)0             0          1.706              5             -1              0              0              0              0              0              0           0.38        1.16265
        9000215          a(2)(1700)+             0          1.706              5             -1              0              1              0              0              0              0           0.38         1.1638
          30113           rho(1700)0             0           1.72              3             -1              0              0              0              0              0              0           0.25       0.887513
          30213           rho(1700)+             0           1.72              3             -1              0              1              0              0              0              0           0.25        1.05096
          10331           f(0)(1710)             0          1.733              1             -1              0              0              0              0              0              0           0.15       0.787717
        9010111            pi(1800)0             0           1.81              1             -1              0              0              0              0              0              0          0.215         1.2901
        9010211            pi(1800)+             0           1.81              1             -1              0              1              0              0              0              0          0.215        1.29304
          10335           eta2(1870)             0          1.842              5             -1              0              0              0              0              0              0          0.225        1.47656
            337         phi(3)(1850)             0          1.854              7             -1              0              0              0              0              2              0          0.087        1.19123
          20115           pi2(1880)0             0          1.895              5             -1              0              0              0              0              0              0          0.237        1.67393
          20215           pi2(1880)+             0          1.895              5             -1              0              1              0              0              0              0          0.237        1.67439
        9050225           f(2)(1950)             0          1.936              5             -1              0              0              0              0              0              0          0.464       0.746671
            119          a(4)(1970)0             0          1.967              9             -1              0              0              0              0              0              0          0.324       0.834965
            219          a(4)(1970)+             0          1.967              9             -1              0              1              0              0              0              0          0.324       0.837262
        9050221           f(0)(2020)             0          1.982              1             -1              0              0              0              0              0              0           0.44       0.269954
        9060225           f(2)(2010)             0           2.01              5             -1              0              0              0              0              4              0            0.2        2.03892
            229           f(4)(2050)             0          2.018              9             -1              0              0              0              0              0              0          0.237        1.33509
        9070225           f(2)(2150)             0          2.157              5             -1              0              0              0              0              0              0          0.152       0.269954
         200333            phi(2170)             0          2.164              3             -1              0              0              0              0              2              0          0.088        1.99341
        9080225           f(2)(2300)             0          2.297              5             -1              0              0              0              0              4              0           0.15        2.03892
        9090225           f(2)(2340)             0          2.346              5             -1              0              0              0              0              4              0          0.331        2.03892
            321                   K+             1       0.493677              1             -1              0              1              1              0              1              0      5.317e-17       0.493678
            311                   K0             1       0.497611              1             -1              0              0              1              0              1              0              0       0.497611
            323             K*(892)+             0        0.89167              3             -1              0              1              1              0              1              0         0.0514       0.634339
            313             K*(892)0             0        0.89555              3             -1              0              0              1              0              1              0         0.0473       0.633028
          10313          K(1)(1270)0             0          1.253              3             -1              0              0              1              0              1              0           0.09        1.33418
          10323          K(1)(1270)+             0          1.253              3             -1              0              1              1              0              1              0           0.09        1.33418
          20313          K(1)(1400)0             0          1.403              3             -1              0              0              1              0              1              0          0.174         1.0594
          20323          K(1)(1400)+             0          1.403              3             -1              0              1              1              0              1              0          0.174        1.05934
         100313            K*(1410)0             0          1.414              3             -1              0              0              1              0              1              0          0.232        1.02132
         100323            K*(1410)+             0          1.414              3             -1              0              1              1              0              1              0          0.232         1.0215
            325         K(2)*(1430)+             0         1.4273              5             -1              0              1              1              0              1              0            0.1       0.881449
          10311         K(0)*(1430)0             0           1.43              1             -1              0              0              1              0              1              0           0.27       0.661899
          10321         K(0)*(1430)+             0           1.43              1             -1              0              1              1              0              1              0           0.27       0.634339
            315         K(2)*(1430)0             0         1.4324              5             -1              0              0              1              0              1              0          0.109       0.880784
         100311             K(1460)0             0           1.46              1             -1              0              0              1              0              1              0           0.26        1.03053
         100321             K(1460)+             0           1.46              1             -1              0              1              1              0              1              0           0.26        1.02665
        9000313          K(1)(1650)0             0           1.65              3             -1              0              0              1              0              1              0           0.15        1.03053
        9000323          K(1)(1650)+             0           1.65              3             -1              0              1              1              0              1              0           0.15        1.02665
          30313            K*(1680)0             0          1.718              3             -1              0              0              1              0              1              0           0.32       0.952754
          30323            K*(1680)+             0          1.718              3             -1              0              1              1              0              1              0           0.32       0.953678
          10315          K(2)(1770)0             0          1.773              5             -1              0              0              1              0              1              0          0.186        1.56704
          10325          K(2)(1770)+             0          1.773              5             -1              0              1              1              0              1              0          0.186        1.56874
            317         K(3)*(1780)0             0          1.779              7             -1              0              0              1              0              1              0          0.161        1.06797
            327         K(3)*(1780)+             0          1.779              7             -1              0              1              1              0              1              0          0.161        1.06768
          20315          K(2)(1820)0             0          1.819              5             -1              0              0              1              0              1              0          0.264        1.41349
          20325          K(2)(1820)+             0          1.819              5             -1              0              1              1              0              1              0          0.264        1.41195
        9020311         K(0)*(1950)0             0          1.957              1             -1              0              0              1              0              1              0           0.17       0.632588
        9020321         K(0)*(1950)+             0          1.957              1             -1              0              1              1              0              1              0           0.17       0.628654
        9010315         K(2)*(1980)0             0           1.99              5             -1              0              0              1              0              1              0          0.348       0.632588
        9010325         K(2)*(1980)+             0           1.99              5             -1              0              1              1              0              1              0          0.348       0.628654
            319         K(4)*(2045)0             0          2.048              9             -1              0              0              1              0              1              0          0.199        1.18667
            329         K(4)*(2045)+             0          2.048              9             -1              0              1              1              0              1              0          0.199        1.18717
           2212                    p             1       0.938272              2              1              1              1              0              0              0              0              0              0
           2112                    n             1       0.939565              2              1              1              0              0              0              0              0      7.493e-28       0.939566
           1114         Delta(1232)-             0          1.232              4              1              1             -1              0              0              0              0          0.117        1.07914
           2114         Delta(1232)0             0          1.232              4              1              1              0              0              0              0              0          0.117        1.07564
           2214         Delta(1232)+             0          1.232              4              1              1              1              0              0              0              0          0.117        1.07521
           2224        Delta(1232)++             0          1.232              4              1              1              2              0              0              0              0          0.117        1.07784
          12112             N(1440)0             0           1.44              2              1              1              0              0              0              0              0           0.35        1.20119
          12212             N(1440)+             0           1.44              2              1              1              1              0              0              0              0           0.35        1.20124
           1214             N(1520)0             0          1.515              4              1              1              0              0              0              0              0           0.11        1.23578
           2124             N(1520)+             0          1.515              4              1              1              1              0              0              0              0           0.11        1.23607
          22112             N(1535)0             0           1.53              2              1              1              0              0              0              0              0           0.15        1.31681
          22212             N(1535)+             0           1.53              2              1              1              1              0              0              0              0           0.15        1.31634
          31114         Delta(1600)-             0           1.57              4              1              1             -1              0              0              0              0           0.25        1.34644
          32114         Delta(1600)0             0           1.57              4              1              1              0              0              0              0              0           0.25        1.34745
          32214         Delta(1600)+             0           1.57              4              1              1              1              0              0              0              0           0.25        1.34738
          32224        Delta(1600)++             0           1.57              4              1              1              2              0              0              0              0           0.25        1.34624
           1112         Delta(1620)-             0           1.61              2              1              1             -1              0              0              0              0           0.13        1.30299
           1212         Delta(1620)0             0           1.61              2              1              1              0              0              0              0              0           0.13         1.3031
           2122         Delta(1620)+             0           1.61              2              1              1              1              0              0              0              0           0.13        1.30297
           2222        Delta(1620)++             0           1.61              2              1              1              2              0              0              0              0           0.13         1.3026
          32112             N(1650)0             0           1.65              2              1              1              0              0              0              0              0          0.125        1.24352
          32212             N(1650)+             0           1.65              2              1              1              1              0              0              0              0          0.125        1.24328
           2116             N(1675)0             0          1.675              6              1              1              0              0              0              0              0          0.145        1.24864
           2216             N(1675)+             0          1.675              6              1              1              1              0              0              0              0          0.145        1.24876
          12116             N(1680)0             0          1.685              6              1              1              0              0              0              0              0           0.12        1.18359
          12216             N(1680)+             0          1.685              6              1              1              1              0              0              0              0           0.12        1.18367
          11114         Delta(1700)-             0           1.71              4              1              1             -1              0              0              0              0            0.3        1.44925
          12114         Delta(1700)0             0           1.71              4              1              1              0              0              0              0              0            0.3        1.44959
          12214         Delta(1700)+             0           1.71              4              1              1              1              0              0              0              0            0.3        1.44939
          12224        Delta(1700)++             0           1.71              4              1              1              2              0              0              0              0            0.3        1.44863
          42112             N(1710)0             0           1.71              2              1              1              0              0              0              0              0           0.14        1.42743
          42212             N(1710)+             0           1.71              2              1              1              1              0              0              0              0           0.14        1.42651
          21214             N(1700)0             0           1.72              4              1              1              0              0              0              0              0            0.2        1.40002
          22124             N(1700)+             0           1.72              4              1              1              1              0              0              0              0            0.2        1.39978
          31214             N(1720)0             0           1.72              4              1              1              0              0              0              0              0           0.25        1.42165
          32124             N(1720)+             0           1.72              4              1              1              1              0              0              0              0           0.25        1.42115
          11112         Delta(1900)-             0           1.86              2              1              1             -1              0              0              0              0           0.25        1.39507
          11212         Delta(1900)0             0           1.86              2              1              1              0              0              0              0              0           0.25        1.39529
          12122         Delta(1900)+             0           1.86              2              1              1              1              0              0              0              0           0.25        1.39524
          12222        Delta(1900)++             0           1.86              2              1              1              2              0              0              0              0           0.25        1.39491
        9902114             N(1875)0             0          1.875              4              1              1              0              0              0              0              0            0.2        1.43306
        9902214             N(1875)+             0          1.875              4              1              1              1              0              0              0              0            0.2        1.43231
           1116         Delta(1905)-             0           1.88              6              1              1             -1              0              0              0              0           0.33        1.34685
           1216         Delta(1905)0             0           1.88              6              1              1              0              0              0              0              0           0.33        1.34874
           2126         Delta(1905)+             0           1.88              6              1              1              1              0              0              0              0           0.33        1.34871
           2226        Delta(1905)++             0           1.88              6              1              1              2              0              0              0              0           0.33        1.34674
        9902112             N(1880)0             0           1.88              2              1              1              0              0              0              0              0            0.3         1.4753
        9902212             N(1880)+             0           1.88              2              1              1              1              0              0              0              0            0.3        1.47418
        9912112             N(1895)0             0          1.895              2              1              1              0              0              0              0              0           0.12        1.52671
        9912212             N(1895)+             0          1.895              2              1              1              1              0              0              0              0           0.12        1.52517
          21112         Delta(1910)-             0            1.9              2              1              1             -1              0              0              0              0            0.3        1.34703
          21212         Delta(1910)0             0            1.9              2              1              1              0              0              0              0              0            0.3        1.34739
          22122         Delta(1910)+             0            1.9              2              1              1              1              0              0              0              0            0.3        1.34729
          22222        Delta(1910)++             0            1.9              2              1              1              2              0              0              0              0            0.3        1.34672
          21114         Delta(1920)-             0           1.92              4              1              1             -1              0              0              0              0            0.3        1.36647
          22114         Delta(1920)0             0           1.92              4              1              1              0              0              0              0              0            0.3        1.36778
          22214         Delta(1920)+             0           1.92              4              1              1              1              0              0              0              0            0.3        1.36772
          22224        Delta(1920)++             0           1.92              4              1              1              2              0              0              0              0            0.3        1.36627
        9912114             N(1900)0             0           1.92              4              1              1              0              0              0              0              0            0.2        1.48297
        9912214             N(1900)+             0           1.92              4              1              1              1              0              0              0              0            0.2        1.48226
           1118         Delta(1950)-             0           1.93              8              1              1             -1              0              0              0              0           0.28        1.28403
           2118         Delta(1950)0             0           1.93              8              1              1              0              0              0              0              0           0.28        1.28326
           2218         Delta(1950)+             0           1.93              8              1              1              1              0              0              0              0           0.28        1.28306
           2228        Delta(1950)++             0           1.93              8              1              1              2              0              0              0              0           0.28        1.28345
