            111              0
            211              0
           -211              0
        9000221              0
           -321              0
            321              0
            310              0
            130              0
           -311              0
            311              0
            221              0
            113              0
            213              0
           -213              0
            223              0
           -323              0
            323              0
            313              0
           -313              0
          -2212       0.452389
           2212       0.452389
          -2112       0.452389
           2112       0.452389
            331              0
        9010221              0
        9000111              0
       -9000211              0
        9000211              0
            333              0
          -3122       0.452389
           3122       0.452389
          10223              0
          -3222       0.452389
           3222       0.452389
           3212       0.452389
          -3212       0.452389
          -3112       0.452389
           3112       0.452389
          10113              0
         -10213              0
          10213              0
          20113              0
         -20213              0
          20213              0
          -1114       0.452389
           2224       0.452389
          -2224       0.452389
           2214       0.452389
           2114       0.452389
          -2114       0.452389
           1114       0.452389
          -2214       0.452389
          10313              0
         -10313              0
         -10323              0
          10323              0
            225              0
          20223              0
         100221              0
         100111              0
        -100211              0
         100211              0
           3322       0.452389
          -3322       0.452389
           -215              0
            215              0
            115              0
          -3312       0.452389
           3312       0.452389
          10221              0
       -9000213              0
        9000213              0
        9000113              0
          -3224       0.452389
           3224       0.452389
          -3214       0.452389
           3214       0.452389
          -3114       0.452389
           3114       0.452389
         -20323              0
         -20313              0
          20313              0
          20323              0
          13122       0.452389
         -13122       0.452389
        9020221              0
         -10311              0
          10321              0
         -10321              0
          10311              0
         100313              0
        -100323              0
         100323              0
        -100313              0
         100223              0
            325              0
           -325              0
          20333              0
           -315              0
            315              0
         -12112       0.452389
          12112       0.452389
          12212       0.452389
         -12212       0.452389
         100113              0
         100213              0
        -100213              0
          10111              0
          10211              0
         -10211              0
         100331              0
        9030221              0
          -3124       0.452389
           3124       0.452389
          -2124       0.452389
           2124       0.452389
          -1214       0.452389
           1214       0.452389
            335              0
           3324       0.452389
          -3324       0.452389
          -3314       0.452389
           3314       0.452389
         -22112       0.452389
          22112       0.452389
          22212       0.452389
         -22212       0.452389
         -23122       0.452389
         -32114       0.452389
          32114       0.452389
         -32214       0.452389
          32214       0.452389
          31114       0.452389
          23122       0.452389
         -31114       0.452389
         -32224       0.452389
          32224       0.452389
          10225              0
           2222       0.452389
          -2222       0.452389
           1112       0.452389
          -1112       0.452389
           2122       0.452389
          -2122       0.452389
           1212       0.452389
          -1212       0.452389
          30223              0
          32212       0.452389
         -32212       0.452389
          32112       0.452389
         -32112       0.452389
         -13222       0.452389
          13212       0.452389
          13222       0.452389
         -13212       0.452389
         -13112       0.452389
          13112       0.452389
        9010113              0
       -9010213              0
        9010213              0
            227              0
         -13214       0.452389
          33122       0.452389
         -33122       0.452389
          13224       0.452389
         -13224       0.452389
          13114       0.452389
         -13114       0.452389
          10115              0
         -10215              0
          10215              0
          13214       0.452389
          -3334       0.452389
           3334       0.452389
           2116       0.452389
          -2116       0.452389
           2216       0.452389
          -2216       0.452389
         -12216       0.452389
         100333              0
         -12116       0.452389
          12216       0.452389
          12116       0.452389
          23314       0.452389
         -23324       0.452389
          23324       0.452389
          13124       0.452389
         -13124       0.452389
         -23314       0.452389
           -217              0
            117              0
            217              0
          12214       0.452389
         -12214       0.452389
          12224       0.452389
         -12224       0.452389
          21214       0.452389
         -21214       0.452389
         -11114       0.452389
          22124       0.452389
         -22124       0.452389
          12114       0.452389
         -12114       0.452389
          30213              0
          11114       0.452389
         -30213              0
          30113              0
          42212       0.452389
         -42112       0.452389
          42112       0.452389
         -42212       0.452389
          10331              0
         -30323              0
          30323              0
         -30313              0
          30313              0
         -31214       0.452389
         -32124       0.452389
          32124       0.452389
          31214       0.452389
         -23212       0.452389
         -23112       0.452389
          23112       0.452389
         -23222       0.452389
          23212       0.452389
          23222       0.452389
         -10315              0
          10325              0
          10315              0
         -10325              0
          -3116       0.452389
          -3226       0.452389
           3226       0.452389
           3216       0.452389
          -3216       0.452389
           3116       0.452389
           -327              0
            327              0
            317              0
           -317              0
          43122       0.452389
         -43122       0.452389
         200111              0
         200211              0
        -200211              0
          53122       0.452389
         -53122       0.452389
          20315              0
         -20315              0
         -20325              0
          20325              0
           3126       0.452389
          -3126       0.452389
          13324       0.452389
         -13324       0.452389
          13314       0.452389
         -13314       0.452389
          13126       0.452389
         -13126       0.452389
            337              0
        2111875       0.452389
       -2111875       0.452389
        2211875       0.452389
       -2211875       0.452389
     1000010020       0.904779
    -1000010020       0.904779
         -23124       0.452389
          23124       0.452389
        2111900       0.452389
       -2111900       0.452389
        2211900       0.452389
       -2211900       0.452389
           1216       0.452389
          -1116       0.452389
           1116       0.452389
           2226       0.452389
          -2226       0.452389
           2126       0.452389
          -2126       0.452389
          -1216       0.452389
          22222       0.452389
         -22222       0.452389
          21112       0.452389
          21212       0.452389
         -21212       0.452389
          22122       0.452389
         -22122       0.452389
         -21112       0.452389
         -13116       0.452389
          13226       0.452389
         -13226       0.452389
         -13216       0.452389
          13216       0.452389
          13116       0.452389
          22224       0.452389
          22114       0.452389
         -22114       0.452389
          21114       0.452389
         -21114       0.452389
          22214       0.452389
         -22224       0.452389
         -22214       0.452389
          12226       0.452389
         -12226       0.452389
         -12126       0.452389
          11116       0.452389
         -11116       0.452389
          11216       0.452389
         -11216       0.452389
          12126       0.452389
         -23224       0.452389
          23224       0.452389
          23214       0.452389
         -23114       0.452389
          23114       0.452389
         -23214       0.452389
        9050225              0
          -1118       0.452389
         -33324       0.452389
          33324       0.452389
          33314       0.452389
         -33314       0.452389
           2118       0.452389
          -2218       0.452389
           2218       0.452389
          -2228       0.452389
           2228       0.452389
           1118       0.452389
          -2118       0.452389
           -219              0
            219              0
            119              0
         100335              0
            229              0
         -43324       0.452389
          43314       0.452389
         -43314       0.452389
          43324       0.452389
          -3118       0.452389
           3118       0.452389
           3228       0.452389
           3218       0.452389
          -3218       0.452389
          -3228       0.452389
           -319              0
           -329              0
            329              0
            319              0
     1010000020       0.904779
    -1010000020       0.904779
