# List of the van dar Waals interaction parameters to be used in the QvdW-HRG model
# Only particle pairs with a non-zero QvdW interaction are listed here
# pdg_i pdg_j b_{ij}[fm^3] a_{ij}[GeV*fm^3]
 2112 100002004005 2.96202 0
 2112 100003004001 2.96202 0
 2112 100002004006 2.96202 0
 2112 1000010040 2.96202 0
 2112 101001004001 2.96202 0
 2112 100002004007 2.96202 0
 2112 100003004002 2.96202 0
 2112 100002004008 2.96202 0
 2112 100003004003 2.96202 0
 2112 101001004002 2.96202 0
 2112 101001004003 2.96202 0
 2112 100002004009 2.96202 0
 2112 100002004010 2.96202 0
 2112 100002004011 2.96202 0
 2112 100002004012 2.96202 0
 2112 100002004013 2.96202 0
 2112 100002004014 2.96202 0
 2112 100002004015 2.96202 0
 2112 1010020040 2.96202 0
 2112 1010010040 2.96202 0
 2112 1000030050 2.83603 0
 2112 1000020050 2.83603 0
 2112 100003005001 2.83603 0
 2112 100002005001 2.83603 0
 2112 10000305002 2.83603 0
 2112 100002005002 2.83603 0
 2112 1000010050 2.83603 0
 2112 1010020050 2.83603 0
 3122 2212 3.42 0.329
 3122 2112 3.42 0.329
 3122 3122 3.42 0.329
 3122 3222 3.42 0.329
 3122 3212 3.42 0.329
 3122 3112 3.42 0.329
 3122 2224 3.42 0.329
 3122 2114 3.42 0.329
 3122 1114 3.42 0.329
 3122 2214 3.42 0.329
 3122 3322 3.42 0.329
 3122 3312 3.42 0.329
 3122 3224 3.42 0.329
 3122 3214 3.42 0.329
 3122 3114 3.42 0.329
 3122 13122 3.42 0.329
 3122 12212 3.42 0.329
 3122 12112 3.42 0.329
 3122 2124 3.42 0.329
 3122 1214 3.42 0.329
 3122 3124 3.42 0.329
 3122 22212 3.42 0.329
 3122 22112 3.42 0.329
 3122 3324 3.42 0.329
 3122 3314 3.42 0.329
 3122 32214 3.42 0.329
 3122 31114 3.42 0.329
 3122 32114 3.42 0.329
 3122 32224 3.42 0.329
 3122 23122 3.42 0.329
 3122 2122 3.42 0.329
 3122 1212 3.42 0.329
 3122 2222 3.42 0.329
 3122 1112 3.42 0.329
 3122 32212 3.42 0.329
 3122 32112 3.42 0.329
 3122 13212 3.42 0.329
 3122 13222 3.42 0.329
 3122 13112 3.42 0.329
 3122 3334 3.42 0.329
 3122 33122 3.42 0.329
 3122 2116 3.42 0.329
 3122 13224 3.42 0.329
 3122 13214 3.42 0.329
 3122 13114 3.42 0.329
 3122 2216 3.42 0.329
 3122 12116 3.42 0.329
 3122 12216 3.42 0.329
 3122 203312 3.42 0.329
 3122 203322 3.42 0.329
 3122 13124 3.42 0.329
 3122 12114 3.42 0.329
 3122 12214 3.42 0.329
 3122 12224 3.42 0.329
 3122 42112 3.42 0.329
 3122 42212 3.42 0.329
 3122 11114 3.42 0.329
 3122 32124 3.42 0.329
 3122 31214 3.42 0.329
 3122 22124 3.42 0.329
 3122 21214 3.42 0.329
 3122 23222 3.42 0.329
 3122 23212 3.42 0.329
 3122 23112 3.42 0.329
 3122 3216 3.42 0.329
 3122 3226 3.42 0.329
 3122 3116 3.42 0.329
 3122 53122 3.42 0.329
 3122 43122 3.42 0.329
 3122 3126 3.42 0.329
 3122 13314 3.42 0.329
 3122 13324 3.42 0.329
 3122 13126 3.42 0.329
 3122 12122 3.42 0.329
 3122 12222 3.42 0.329
 3122 11112 3.42 0.329
 3122 11212 3.42 0.329
 3122 9902114 3.42 0.329
 3122 9902214 3.42 0.329
 3122 1000010020 3.28946 0
 3122 9902112 3.42 0.329
 3122 2226 3.42 0.329
 3122 9902212 3.42 0.329
 3122 1216 3.42 0.329
 3122 2126 3.42 0.329
 3122 1116 3.42 0.329
 3122 23124 3.42 0.329
 3122 9912112 3.42 0.329
 3122 9912212 3.42 0.329
 3122 21112 3.42 0.329
 3122 21212 3.42 0.329
 3122 22122 3.42 0.329
 3122 22222 3.42 0.329
 3122 23224 3.42 0.329
 3122 23114 3.42 0.329
 3122 23214 3.42 0.329
 3122 13116 3.42 0.329
 3122 13216 3.42 0.329
 3122 13226 3.42 0.329
 3122 22114 3.42 0.329
 3122 21114 3.42 0.329
 3122 9912214 3.42 0.329
 3122 9912114 3.42 0.329
 3122 22224 3.42 0.329
 3122 22214 3.42 0.329
 3122 2228 3.42 0.329
 3122 2218 3.42 0.329
 3122 2118 3.42 0.329
 3122 1118 3.42 0.329
 3122 12226 3.42 0.329
 3122 12126 3.42 0.329
 3122 11216 3.42 0.329
 3122 11116 3.42 0.329
 3122 103316 3.42 0.329
 3122 103326 3.42 0.329
 3122 9903334 3.42 0.329
 3122 203326 3.42 0.329
 3122 203316 3.42 0.329
 3122 3118 3.42 0.329
 3122 3228 3.42 0.329
 3122 3218 3.42 0.329
 3122 1010010020 3.28946 0
 3122 1010000020 3.28946 0
 3122 23126 3.42 0.329
 3122 9922212 3.42 0.329
 3122 9902116 3.42 0.329
 3122 9922112 3.42 0.329
 3122 3128 3.42 0.329
 3122 9902216 3.42 0.329
 3122 9922214 3.42 0.329
 3122 9922114 3.42 0.329
 3122 1218 3.42 0.329
 3122 2128 3.42 0.329
 3122 9901118 3.42 0.329
 3122 9901218 3.42 0.329
 3122 9902128 3.42 0.329
 3122 9902228 3.42 0.329
 3122 99022110 3.42 0.329
 3122 99021110 3.42 0.329
 3122 1020000020 3.28946 0
 3122 33224 3.42 0.329
 3122 1020010020 3.28946 0
 3122 33214 3.42 0.329
 3122 33114 3.42 0.329
 3122 203338 3.42 0.329
 3122 99121110 3.42 0.329
 3122 99122110 3.42 0.329
 3122 4122 3.42 0.329
 3122 99031210 3.42 0.329
 3122 99011112 3.42 0.329
 3122 99012112 3.42 0.329
 3122 99022212 3.42 0.329
 3122 99021212 3.42 0.329
 3122 4212 3.42 0.329
 3122 4112 3.42 0.329
 3122 4222 3.42 0.329
 3122 4232 3.42 0.329
 3122 4132 3.42 0.329
 3122 4214 3.42 0.329
 3122 4224 3.42 0.329
 3122 4114 3.42 0.329
 3122 4322 3.42 0.329
 3122 4312 3.42 0.329
 3122 14122 3.42 0.329
 3122 99021112 3.42 0.329
 3122 99022112 3.42 0.329
 3122 1030000020 3.28946 0
 3122 1040000020 3.28946 0
 3122 104122 3.42 0.329
 3122 4324 3.42 0.329
 3122 4314 3.42 0.329
 3122 4332 3.42 0.329
 3122 4334 3.42 0.329
 3122 104324 3.42 0.329
 3122 104314 3.42 0.329
 3122 1000020030 3.1137 0
 3122 1000010030 3.1137 0
 3122 104322 3.42 0.329
 3122 104312 3.42 0.329
 3122 204126 3.42 0.329
 3122 1010010030 3.1137 0
 3122 1000020040 2.96202 0
 3122 100002004001 2.96202 0
 3122 100002004002 2.96202 0
 3122 100002004003 2.96202 0
 3122 100002004004 2.96202 0
 3122 1000030040 2.96202 0
 3122 100002004005 2.96202 0
 3122 100003004001 2.96202 0
 3122 100002004006 2.96202 0
 3122 1000010040 2.96202 0
 3122 101001004001 2.96202 0
 3122 100002004007 2.96202 0
 3122 100003004002 2.96202 0
 3122 100002004008 2.96202 0
 3122 100003004003 2.96202 0
 3122 101001004002 2.96202 0
 3122 101001004003 2.96202 0
 3122 100002004009 2.96202 0
 3122 100002004010 2.96202 0
 3122 100002004011 2.96202 0
 3122 100002004012 2.96202 0
 3122 100002004013 2.96202 0
 3122 100002004014 2.96202 0
 3122 100002004015 2.96202 0
 3122 1010020040 2.96202 0
 3122 1010010040 2.96202 0
 3122 1000030050 2.83603 0
 3122 1000020050 2.83603 0
 3122 100003005001 2.83603 0
 3122 100002005001 2.83603 0
 3122 10000305002 2.83603 0
 3122 100002005002 2.83603 0
 3122 1000010050 2.83603 0
 3122 1010020050 2.83603 0
 -3122 -2212 3.42 0.329
 -3122 -2112 3.42 0.329
 -3122 -3122 3.42 0.329
 -3122 -3222 3.42 0.329
 -3122 -3212 3.42 0.329
 -3122 -3112 3.42 0.329
 -3122 -2114 3.42 0.329
 -3122 -1114 3.42 0.329
 -3122 -2224 3.42 0.329
 -3122 -2214 3.42 0.329
 -3122 -3322 3.42 0.329
 -3122 -3312 3.42 0.329
 -3122 -3224 3.42 0.329
 -3122 -3214 3.42 0.329
 -3122 -3114 3.42 0.329
 -3122 -13122 3.42 0.329
 -3122 -12112 3.42 0.329
 -3122 -12212 3.42 0.329
 -3122 -1214 3.42 0.329
 -3122 -2124 3.42 0.329
 -3122 -3124 3.42 0.329
 -3122 -22112 3.42 0.329
 -3122 -22212 3.42 0.329
 -3122 -3324 3.42 0.329
 -3122 -3314 3.42 0.329
 -3122 -32114 3.42 0.329
 -3122 -31114 3.42 0.329
 -3122 -32224 3.42 0.329
 -3122 -32214 3.42 0.329
 -3122 -23122 3.42 0.329
 -3122 -2222 3.42 0.329
 -3122 -1112 3.42 0.329
 -3122 -2122 3.42 0.329
 -3122 -1212 3.42 0.329
 -3122 -32212 3.42 0.329
 -3122 -32112 3.42 0.329
 -3122 -13212 3.42 0.329
 -3122 -13112 3.42 0.329
 -3122 -13222 3.42 0.329
 -3122 -3334 3.42 0.329
 -3122 -33122 3.42 0.329
 -3122 -13114 3.42 0.329
 -3122 -13224 3.42 0.329
 -3122 -13214 3.42 0.329
 -3122 -2116 3.42 0.329
 -3122 -2216 3.42 0.329
 -3122 -12116 3.42 0.329
 -3122 -12216 3.42 0.329
 -3122 -13124 3.42 0.329
 -3122 -203322 3.42 0.329
 -3122 -203312 3.42 0.329
 -3122 -12114 3.42 0.329
 -3122 -12214 3.42 0.329
 -3122 -42112 3.42 0.329
 -3122 -42212 3.42 0.329
 -3122 -12224 3.42 0.329
 -3122 -11114 3.42 0.329
 -3122 -32124 3.42 0.329
 -3122 -22124 3.42 0.329
 -3122 -21214 3.42 0.329
 -3122 -31214 3.42 0.329
 -3122 -23212 3.42 0.329
 -3122 -23112 3.42 0.329
 -3122 -23222 3.42 0.329
 -3122 -3116 3.42 0.329
 -3122 -3216 3.42 0.329
 -3122 -3226 3.42 0.329
 -3122 -53122 3.42 0.329
 -3122 -43122 3.42 0.329
 -3122 -3126 3.42 0.329
 -3122 -13314 3.42 0.329
 -3122 -13324 3.42 0.329
 -3122 -13126 3.42 0.329
 -3122 -11212 3.42 0.329
 -3122 -12122 3.42 0.329
 -3122 -11112 3.42 0.329
 -3122 -12222 3.42 0.329
 -3122 -9902114 3.42 0.329
 -3122 -9902214 3.42 0.329
 -3122 -1000010020 3.28946 0
 -3122 -2126 3.42 0.329
 -3122 -9902112 3.42 0.329
 -3122 -1216 3.42 0.329
 -3122 -1116 3.42 0.329
 -3122 -9902212 3.42 0.329
 -3122 -2226 3.42 0.329
 -3122 -23124 3.42 0.329
 -3122 -9912112 3.42 0.329
 -3122 -9912212 3.42 0.329
 -3122 -22222 3.42 0.329
 -3122 -21212 3.42 0.329
 -3122 -21112 3.42 0.329
 -3122 -22122 3.42 0.329
 -3122 -23214 3.42 0.329
 -3122 -23224 3.42 0.329
 -3122 -23114 3.42 0.329
 -3122 -13116 3.42 0.329
 -3122 -13226 3.42 0.329
 -3122 -13216 3.42 0.329
 -3122 -21114 3.42 0.329
 -3122 -22114 3.42 0.329
 -3122 -22224 3.42 0.329
 -3122 -9912214 3.42 0.329
 -3122 -9912114 3.42 0.329
 -3122 -22214 3.42 0.329
 -3122 -2228 3.42 0.329
 -3122 -2218 3.42 0.329
 -3122 -2118 3.42 0.329
 -3122 -1118 3.42 0.329
 -3122 -103326 3.42 0.329
 -3122 -12226 3.42 0.329
 -3122 -12126 3.42 0.329
 -3122 -11216 3.42 0.329
 -3122 -11116 3.42 0.329
 -3122 -103316 3.42 0.329
 -3122 -9903334 3.42 0.329
 -3122 -203316 3.42 0.329
 -3122 -203326 3.42 0.329
 -3122 -3118 3.42 0.329
 -3122 -3228 3.42 0.329
 -3122 -3218 3.42 0.329
 -3122 -1010010020 3.28946 0
 -3122 -1010000020 3.28946 0
 -3122 -23126 3.42 0.329
 -3122 -9902116 3.42 0.329
 -3122 -9902216 3.42 0.329
 -3122 -9922212 3.42 0.329
 -3122 -3128 3.42 0.329
 -3122 -9922112 3.42 0.329
 -3122 -9922114 3.42 0.329
 -3122 -9922214 3.42 0.329
 -3122 -1218 3.42 0.329
 -3122 -2128 3.42 0.329
 -3122 -9901118 3.42 0.329
 -3122 -9901218 3.42 0.329
 -3122 -9902128 3.42 0.329
 -3122 -9902228 3.42 0.329
 -3122 -99022110 3.42 0.329
 -3122 -99021110 3.42 0.329
 -3122 -1020000020 3.28946 0
 -3122 -33224 3.42 0.329
 -3122 -1020010020 3.28946 0
 -3122 -33214 3.42 0.329
 -3122 -33114 3.42 0.329
 -3122 -203338 3.42 0.329
 -3122 -99121110 3.42 0.329
 -3122 -99122110 3.42 0.329
 -3122 -4122 3.42 0.329
 -3122 -99031210 3.42 0.329
 -3122 -99021212 3.42 0.329
 -3122 -99012112 3.42 0.329
 -3122 -99011112 3.42 0.329
 -3122 -99022212 3.42 0.329
 -3122 -4212 3.42 0.329
 -3122 -4112 3.42 0.329
 -3122 -4222 3.42 0.329
 -3122 -4232 3.42 0.329
 -3122 -4132 3.42 0.329
 -3122 -4214 3.42 0.329
 -3122 -4224 3.42 0.329
 -3122 -4114 3.42 0.329
 -3122 -4322 3.42 0.329
 -3122 -4312 3.42 0.329
 -3122 -14122 3.42 0.329
 -3122 -99022112 3.42 0.329
 -3122 -99021112 3.42 0.329
 -3122 -1030000020 3.28946 0
 -3122 -1040000020 3.28946 0
 -3122 -104122 3.42 0.329
 -3122 -4324 3.42 0.329
 -3122 -4314 3.42 0.329
 -3122 -4332 3.42 0.329
 -3122 -4334 3.42 0.329
 -3122 -104324 3.42 0.329
 -3122 -104314 3.42 0.329
 -3122 -1000020030 3.1137 0
 -3122 -1000010030 3.1137 0
 -3122 -104322 3.42 0.329
 -3122 -104312 3.42 0.329
 -3122 -204126 3.42 0.329
 -3122 -1010010030 3.1137 0
 -3122 -1000020040 2.96202 0
 -3122 -100002004001 2.96202 0
 -3122 -100002004002 2.96202 0
 -3122 -100002004003 2.96202 0
 -3122 -100002004004 2.96202 0
 -3122 -1000030040 2.96202 0
 -3122 -100002004005 2.96202 0
 -3122 -100003004001 2.96202 0
 -3122 -100002004006 2.96202 0
 -3122 -1000010040 2.96202 0
 -3122 -101001004001 2.96202 0
 -3122 -100002004007 2.96202 0
 -3122 -100003004002 2.96202 0
 -3122 -100002004008 2.96202 0
 -3122 -100003004003 2.96202 0
 -3122 -101001004002 2.96202 0
 -3122 -101001004003 2.96202 0
 -3122 -100002004009 2.96202 0
 -3122 -100002004010 2.96202 0
 -3122 -100002004011 2.96202 0
 -3122 -100002004012 2.96202 0
 -3122 -100002004013 2.96202 0
 -3122 -100002004014 2.96202 0
 -3122 -100002004015 2.96202 0
 -3122 -1010020040 2.96202 0
 -3122 -1010010040 2.96202 0
 -3122 -1000030050 2.83603 0
 -3122 -1000020050 2.83603 0
 -3122 -100003005001 2.83603 0
 -3122 -100002005001 2.83603 0
 -3122 -10000305002 2.83603 0
 -3122 -100002005002 2.83603 0
 -3122 -1000010050 2.83603 0
 -3122 -1010020050 2.83603 0
 -3222 -2212 3.42 0.329
 -3222 -2112 3.42 0.329
 -3222 -3122 3.42 0.329
 -3222 -3222 3.42 0.329
 -3222 -3212 3.42 0.329
 -3222 -3112 3.42 0.329
 -3222 -2114 3.42 0.329
 -3222 -1114 3.42 0.329
 -3222 -2224 3.42 0.329
 -3222 -2214 3.42 0.329
 -3222 -3322 3.42 0.329
 -3222 -3312 3.42 0.329
 -3222 -3224 3.42 0.329
 -3222 -3214 3.42 0.329
 -3222 -3114 3.42 0.329
 -3222 -13122 3.42 0.329
 -3222 -12112 3.42 0.329
 -3222 -12212 3.42 0.329
 -3222 -1214 3.42 0.329
 -3222 -2124 3.42 0.329
 -3222 -3124 3.42 0.329
 -3222 -22112 3.42 0.329
 -3222 -22212 3.42 0.329
 -3222 -3324 3.42 0.329
 -3222 -3314 3.42 0.329
 -3222 -32114 3.42 0.329
 -3222 -31114 3.42 0.329
 -3222 -32224 3.42 0.329
 -3222 -32214 3.42 0.329
 -3222 -23122 3.42 0.329
 -3222 -2222 3.42 0.329
 -3222 -1112 3.42 0.329
 -3222 -2122 3.42 0.329
 -3222 -1212 3.42 0.329
 -3222 -32212 3.42 0.329
 -3222 -32112 3.42 0.329
 -3222 -13212 3.42 0.329
 -3222 -13112 3.42 0.329
 -3222 -13222 3.42 0.329
 -3222 -3334 3.42 0.329
 -3222 -33122 3.42 0.329
 -3222 -13114 3.42 0.329
 -3222 -13224 3.42 0.329
 -3222 -13214 3.42 0.329
 -3222 -2116 3.42 0.329
 -3222 -2216 3.42 0.329
 -3222 -12116 3.42 0.329
 -3222 -12216 3.42 0.329
 -3222 -13124 3.42 0.329
 -3222 -203322 3.42 0.329
 -3222 -203312 3.42 0.329
 -3222 -12114 3.42 0.329
 -3222 -12214 3.42 0.329
 -3222 -42112 3.42 0.329
 -3222 -42212 3.42 0.329
 -3222 -12224 3.42 0.329
 -3222 -11114 3.42 0.329
 -3222 -32124 3.42 0.329
 -3222 -22124 3.42 0.329
 -3222 -21214 3.42 0.329
 -3222 -31214 3.42 0.329
 -3222 -23212 3.42 0.329
 -3222 -23112 3.42 0.329
 -3222 -23222 3.42 0.329
 -3222 -3116 3.42 0.329
 -3222 -3216 3.42 0.329
 -3222 -3226 3.42 0.329
 -3222 -53122 3.42 0.329
 -3222 -43122 3.42 0.329
 -3222 -3126 3.42 0.329
 -3222 -13314 3.42 0.329
 -3222 -13324 3.42 0.329
 -3222 -13126 3.42 0.329
 -3222 -11212 3.42 0.329
 -3222 -12122 3.42 0.329
 -3222 -11112 3.42 0.329
 -3222 -12222 3.42 0.329
 -3222 -9902114 3.42 0.329
 -3222 -9902214 3.42 0.329
 -3222 -1000010020 3.28946 0
 -3222 -2126 3.42 0.329
 -3222 -9902112 3.42 0.329
 -3222 -1216 3.42 0.329
 -3222 -1116 3.42 0.329
 -3222 -9902212 3.42 0.329
 -3222 -2226 3.42 0.329
 -3222 -23124 3.42 0.329
 -3222 -9912112 3.42 0.329
 -3222 -9912212 3.42 0.329
 -3222 -22222 3.42 0.329
 -3222 -21212 3.42 0.329
 -3222 -21112 3.42 0.329
 -3222 -22122 3.42 0.329
 -3222 -23214 3.42 0.329
 -3222 -23224 3.42 0.329
 -3222 -23114 3.42 0.329
 -3222 -13116 3.42 0.329
 -3222 -13226 3.42 0.329
 -3222 -13216 3.42 0.329
 -3222 -21114 3.42 0.329
 -3222 -22114 3.42 0.329
 -3222 -22224 3.42 0.329
 -3222 -9912214 3.42 0.329
 -3222 -9912114 3.42 0.329
 -3222 -22214 3.42 0.329
 -3222 -2228 3.42 0.329
 -3222 -2218 3.42 0.329
 -3222 -2118 3.42 0.329
 -3222 -1118 3.42 0.329
 -3222 -103326 3.42 0.329
 -3222 -12226 3.42 0.329
 -3222 -12126 3.42 0.329
 -3222 -11216 3.42 0.329
 -3222 -11116 3.42 0.329
 -3222 -103316 3.42 0.329
 -3222 -9903334 3.42 0.329
 -3222 -203316 3.42 0.329
 -3222 -203326 3.42 0.329
 -3222 -3118 3.42 0.329
 -3222 -3228 3.42 0.329
 -3222 -3218 3.42 0.329
 -3222 -1010010020 3.28946 0
 -3222 -1010000020 3.28946 0
 -3222 -23126 3.42 0.329
 -3222 -9902116 3.42 0.329
 -3222 -9902216 3.42 0.329
 -3222 -9922212 3.42 0.329
 -3222 -3128 3.42 0.329
 -3222 -9922112 3.42 0.329
 -3222 -9922114 3.42 0.329
 -3222 -9922214 3.42 0.329
 -3222 -1218 3.42 0.329
 -3222 -2128 3.42 0.329
 -3222 -9901118 3.42 0.329
 -3222 -9901218 3.42 0.329
 -3222 -9902128 3.42 0.329
 -3222 -9902228 3.42 0.329
 -3222 -99022110 3.42 0.329
 -3222 -99021110 3.42 0.329
 -3222 -1020000020 3.28946 0
 -3222 -33224 3.42 0.329
 -3222 -1020010020 3.28946 0
 -3222 -33214 3.42 0.329
 -3222 -33114 3.42 0.329
 -3222 -203338 3.42 0.329
 -3222 -99121110 3.42 0.329
 -3222 -99122110 3.42 0.329
 -3222 -4122 3.42 0.329
 -3222 -99031210 3.42 0.329
 -3222 -99021212 3.42 0.329
 -3222 -99012112 3.42 0.329
 -3222 -99011112 3.42 0.329
 -3222 -99022212 3.42 0.329
 -3222 -4212 3.42 0.329
 -3222 -4112 3.42 0.329
 -3222 -4222 3.42 0.329
 -3222 -4232 3.42 0.329
 -3222 -4132 3.42 0.329
 -3222 -4214 3.42 0.329
 -3222 -4224 3.42 0.329
 -3222 -4114 3.42 0.329
 -3222 -4322 3.42 0.329
 -3222 -4312 3.42 0.329
 -3222 -14122 3.42 0.329
 -3222 -99022112 3.42 0.329
 -3222 -99021112 3.42 0.329
 -3222 -1030000020 3.28946 0
 -3222 -1040000020 3.28946 0
 -3222 -104122 3.42 0.329
 -3222 -4324 3.42 0.329
 -3222 -4314 3.42 0.329
 -3222 -4332 3.42 0.329
 -3222 -4334 3.42 0.329
 -3222 -104324 3.42 0.329
 -3222 -104314 3.42 0.329
 -3222 -1000020030 3.1137 0
 -3222 -1000010030 3.1137 0
 -3222 -104322 3.42 0.329
 -3222 -104312 3.42 0.329
 -3222 -204126 3.42 0.329
 -3222 -1010010030 3.1137 0
 -3222 -1000020040 2.96202 0
 -3222 -100002004001 2.96202 0
 -3222 -100002004002 2.96202 0
 -3222 -100002004003 2.96202 0
 -3222 -100002004004 2.96202 0
 -3222 -1000030040 2.96202 0
 -3222 -100002004005 2.96202 0
 -3222 -100003004001 2.96202 0
 -3222 -100002004006 2.96202 0
 -3222 -1000010040 2.96202 0
 -3222 -101001004001 2.96202 0
 -3222 -100002004007 2.96202 0
 -3222 -100003004002 2.96202 0
 -3222 -100002004008 2.96202 0
 -3222 -100003004003 2.96202 0
 -3222 -101001004002 2.96202 0
 -3222 -101001004003 2.96202 0
 -3222 -100002004009 2.96202 0
 -3222 -100002004010 2.96202 0
 -3222 -100002004011 2.96202 0
 -3222 -100002004012 2.96202 0
 -3222 -100002004013 2.96202 0
 -3222 -100002004014 2.96202 0
 -3222 -100002004015 2.96202 0
 -3222 -1010020040 2.96202 0
 -3222 -1010010040 2.96202 0
 -3222 -1000030050 2.83603 0
 -3222 -1000020050 2.83603 0
 -3222 -100003005001 2.83603 0
 -3222 -100002005001 2.83603 0
 -3222 -10000305002 2.83603 0
 -3222 -100002005002 2.83603 0
 -3222 -1000010050 2.83603 0
 -3222 -1010020050 2.83603 0
 3222 2212 3.42 0.329
 3222 2112 3.42 0.329
 3222 3122 3.42 0.329
 3222 3222 3.42 0.329
 3222 3212 3.42 0.329
 3222 3112 3.42 0.329
 3222 2224 3.42 0.329
 3222 2114 3.42 0.329
 3222 1114 3.42 0.329
 3222 2214 3.42 0.329
 3222 3322 3.42 0.329
 3222 3312 3.42 0.329
 3222 3224 3.42 0.329
 3222 3214 3.42 0.329
 3222 3114 3.42 0.329
 3222 13122 3.42 0.329
 3222 12212 3.42 0.329
 3222 12112 3.42 0.329
 3222 2124 3.42 0.329
 3222 1214 3.42 0.329
 3222 3124 3.42 0.329
 3222 22212 3.42 0.329
 3222 22112 3.42 0.329
 3222 3324 3.42 0.329
 3222 3314 3.42 0.329
 3222 32214 3.42 0.329
 3222 31114 3.42 0.329
 3222 32114 3.42 0.329
 3222 32224 3.42 0.329
 3222 23122 3.42 0.329
 3222 2122 3.42 0.329
 3222 1212 3.42 0.329
 3222 2222 3.42 0.329
 3222 1112 3.42 0.329
 3222 32212 3.42 0.329
 3222 32112 3.42 0.329
 3222 13212 3.42 0.329
 3222 13222 3.42 0.329
 3222 13112 3.42 0.329
 3222 3334 3.42 0.329
 3222 33122 3.42 0.329
 3222 2116 3.42 0.329
 3222 13224 3.42 0.329
 3222 13214 3.42 0.329
 3222 13114 3.42 0.329
 3222 2216 3.42 0.329
 3222 12116 3.42 0.329
 3222 12216 3.42 0.329
 3222 203312 3.42 0.329
 3222 203322 3.42 0.329
 3222 13124 3.42 0.329
 3222 12114 3.42 0.329
 3222 12214 3.42 0.329
 3222 12224 3.42 0.329
 3222 42112 3.42 0.329
 3222 42212 3.42 0.329
 3222 11114 3.42 0.329
 3222 32124 3.42 0.329
 3222 31214 3.42 0.329
 3222 22124 3.42 0.329
 3222 21214 3.42 0.329
 3222 23222 3.42 0.329
 3222 23212 3.42 0.329
 3222 23112 3.42 0.329
 3222 3216 3.42 0.329
 3222 3226 3.42 0.329
 3222 3116 3.42 0.329
 3222 53122 3.42 0.329
 3222 43122 3.42 0.329
 3222 3126 3.42 0.329
 3222 13314 3.42 0.329
 3222 13324 3.42 0.329
 3222 13126 3.42 0.329
 3222 12122 3.42 0.329
 3222 12222 3.42 0.329
 3222 11112 3.42 0.329
 3222 11212 3.42 0.329
 3222 9902114 3.42 0.329
 3222 9902214 3.42 0.329
 3222 1000010020 3.28946 0
 3222 9902112 3.42 0.329
 3222 2226 3.42 0.329
 3222 9902212 3.42 0.329
 3222 1216 3.42 0.329
 3222 2126 3.42 0.329
 3222 1116 3.42 0.329
 3222 23124 3.42 0.329
 3222 9912112 3.42 0.329
 3222 9912212 3.42 0.329
 3222 21112 3.42 0.329
 3222 21212 3.42 0.329
 3222 22122 3.42 0.329
 3222 22222 3.42 0.329
 3222 23224 3.42 0.329
 3222 23114 3.42 0.329
 3222 23214 3.42 0.329
 3222 13116 3.42 0.329
 3222 13216 3.42 0.329
 3222 13226 3.42 0.329
 3222 22114 3.42 0.329
 3222 21114 3.42 0.329
 3222 9912214 3.42 0.329
 3222 9912114 3.42 0.329
 3222 22224 3.42 0.329
 3222 22214 3.42 0.329
 3222 2228 3.42 0.329
 3222 2218 3.42 0.329
 3222 2118 3.42 0.329
 3222 1118 3.42 0.329
 3222 12226 3.42 0.329
 3222 12126 3.42 0.329
 3222 11216 3.42 0.329
 3222 11116 3.42 0.329
 3222 103316 3.42 0.329
 3222 103326 3.42 0.329
 3222 9903334 3.42 0.329
 3222 203326 3.42 0.329
 3222 203316 3.42 0.329
 3222 3118 3.42 0.329
 3222 3228 3.42 0.329
 3222 3218 3.42 0.329
 3222 1010010020 3.28946 0
 3222 1010000020 3.28946 0
 3222 23126 3.42 0.329
 3222 9922212 3.42 0.329
 3222 9902116 3.42 0.329
 3222 9922112 3.42 0.329
 3222 3128 3.42 0.329
 3222 9902216 3.42 0.329
 3222 9922214 3.42 0.329
 3222 9922114 3.42 0.329
 3222 1218 3.42 0.329
 3222 2128 3.42 0.329
 3222 9901118 3.42 0.329
 3222 9901218 3.42 0.329
 3222 9902128 3.42 0.329
 3222 9902228 3.42 0.329
 3222 99022110 3.42 0.329
 3222 99021110 3.42 0.329
 3222 1020000020 3.28946 0
 3222 33224 3.42 0.329
 3222 1020010020 3.28946 0
 3222 33214 3.42 0.329
 3222 33114 3.42 0.329
 3222 203338 3.42 0.329
 3222 99121110 3.42 0.329
 3222 99122110 3.42 0.329
 3222 4122 3.42 0.329
 3222 99031210 3.42 0.329
 3222 99011112 3.42 0.329
 3222 99012112 3.42 0.329
 3222 99022212 3.42 0.329
 3222 99021212 3.42 0.329
 3222 4212 3.42 0.329
 3222 4112 3.42 0.329
 3222 4222 3.42 0.329
 3222 4232 3.42 0.329
 3222 4132 3.42 0.329
 3222 4214 3.42 0.329
 3222 4224 3.42 0.329
 3222 4114 3.42 0.329
 3222 4322 3.42 0.329
 3222 4312 3.42 0.329
 3222 14122 3.42 0.329
 3222 99021112 3.42 0.329
 3222 99022112 3.42 0.329
 3222 1030000020 3.28946 0
 3222 1040000020 3.28946 0
 3222 104122 3.42 0.329
 3222 4324 3.42 0.329
 3222 4314 3.42 0.329
 3222 4332 3.42 0.329
 3222 4334 3.42 0.329
 3222 104324 3.42 0.329
 3222 104314 3.42 0.329
 3222 1000020030 3.1137 0
 3222 1000010030 3.1137 0
