# S-matrix phase-shift channel 'pipi_I2' (model: pipi_I2:GarciaMartin2011)
# pdgid name stable mass deg stat B Q S C |S| |C| width threshold
    99140001  pipi_I2[Iz=0,2J+1=1]          0  0.27914  1  -1  0  0  0  0  0  0  0  0.27914
    99140005  pipi_I2[Iz=0,2J+1=5]          0  0.27914  1  -1  0  0  0  0  0  0  0  0.27914
    99142001  pipi_I2[Iz=+1,2J+1=1]         0  0.27914  1  -1  0  1  0  0  0  0  0  0.27914
    99142005  pipi_I2[Iz=+1,2J+1=5]         0  0.27914  1  -1  0  1  0  0  0  0  0  0.27914
    99144001  pipi_I2[Iz=+2,2J+1=1]         0  0.27914  1  -1  0  2  0  0  0  0  0  0.27914
    99144005  pipi_I2[Iz=+2,2J+1=5]         0  0.27914  1  -1  0  2  0  0  0  0  0  0.27914
