0.0054          223 221 211          # Ds+ -> omega eta pi+ (PDG 0.54%)
0.0054          321 223 211 -211     # Ds+ -> K+ omega pi+pi- (PDG 0.54%)
0.0054          -13 14               # Ds+ -> mu+ nu_mu (PDG 0.54%) [NEW]
0.0056          311 211 211 -211     # Ds+ -> K0 2pi+ pi- (PDG 2x0.28%)
0.0052          211 111 111          # Ds+ -> pi+ 2pi0 (PDG 0.52%)
0.0029          311 -11 12           # Ds+ -> K0 e+ nu_e (PDG 0.29%)
0.0027          321 331              # Ds+ -> K+ eta' (PDG 0.27%)
0.0024          311 211              # Ds+ -> K0 pi+ (PDG 2x0.12%)
0.0021          313 -11 12           # Ds+ -> K*(892)0 e+ nu_e (PDG 0.21%)
0.002           223 -11 12           # Ds+ -> omega e+ nu_e (PDG 0.20%)
0.0018          321 221              # Ds+ -> K+ eta (PDG 0.18%)
0.0012          2212 -2112           # Ds+ -> p nbar (PDG 0.12%)
0.001           321 223              # Ds+ -> K+ omega (PDG 0.10%)
0.0462          211 211 -211 111 111 # Ds+ -> catch-all (unmeasured modes)

433                                      # D(s)* (PDG2025 updated)
2                                        # 2 decay channels
0.9419          431 22               # D_s*+ -> D_s+ gamma (PDG2025 93.55%, renorm.)
0.0581          431 111              # D_s*+ -> D_s+ pi0 (PDG2025 5.77%, renorm.)

10431                                    # D(s0)*(2317) (from PDG2020)
1                                        # 1 decay channel
1.0             431 111              # D(s0)*(2317) -> D(s) + pi0

20433                                    # D(s1)(2460) (PDG2025 updated)
4                                        # 4 decay channels
0.739           433 111              # D_s1(2460)+ -> D_s*+ pi0 (PDG2025 48.18% + 25.7% catch-all)
0.181           431 22               # D_s1(2460)+ -> D_s+ gamma (PDG2025 18.08%)
0.043           431 211 -211         # D_s1(2460)+ -> D_s+ pi+pi- (PDG2025 4.33%)
0.037           10431 22             # D_s1(2460)+ -> D_s0*(2317)+ gamma (PDG2025 3.75%)

10433                                    # D(s1)(2536) (PDG2025 updated)
3                                        # 3 decay channels
0.522           423 321              # D_s1(2536)+ -> D*(2007)0 K+ (PDG2025 35.9% + catch-all share)
0.468           413 311              # D_s1(2536)+ -> D*(2010)+ K0 (PDG2025 30.5% + catch-all share)
0.01            411 -211 321         # D_s1(2536)+ -> D+ pi- K+ (PDG2025 1.0%)

435                                      # D(s2)*(2573) (PDG2025 updated)
4                                        # 4 decay channels
0.374           421 321              # D_s2*(2573)+ -> D0 K+ (PDG2025 37.4%)
0.374           411 311              # D_s2*(2573)+ -> D+ K0 (isospin mirror)
0.126           423 321              # D_s2*(2573)+ -> D*(2007)0 K+ (catch-all D*K)
0.126           413 311              # D_s2*(2573)+ -> D*(2010)+ K0 (catch-all D*K)

4122                                     # Lambda(c)+ (from PDG2020)
5                                        # 5 decay channels
0.36            3122 211             # Lambda(c)+ -> Lambda + pi+
0.08            3222 111             # Lambda(c)+ -> Sigma+ + pi0
0.08            3212 211             # Lambda(c)+ -> Sigma0 + pi+
0.32            2112 211             # Lambda(c)+ -> n + pi+
0.16            2212 111             # Lambda(c)+ -> p + pi0

4212                                     # Sigma(c)(2455)+ (from PDG2020)
1                                        # 1 decay channel
1.0             4122 111             # Sigma(c)(2455)+ -> Lambda(c)+ + pi0

4112                                     # Sigma(c)(2455)0 (from PDG2020)
1                                        # 1 decay channel
1.0             4122 -211            # Sigma(c)(2455)0 -> Lambda(c)+ + pi-

4222                                     # Sigma(c)(2455)++ (from PDG2020)
1                                        # 1 decay channel
1.0             4122 211             # Sigma(c)(2455)++ -> Lambda(c)+ + pi+

4214                                     # Sigma(c)(2520)+ (from PDG2020)
1                                        # 1 decay channel
1.0             4122 111             # Sigma(c)(2520)+ -> Lambda(c)+ + pi0

4224                                     # Sigma(c)(2520)++ (from PDG2020)
1                                        # 1 decay channel
1.0             4122 211             # Sigma(c)(2520)++ -> Lambda(c)+ + pi+

4114                                     # Sigma(c)(2520)0 (from PDG2020)
1                                        # 1 decay channel
1.0             4122 -211            # Sigma(c)(2520)0 -> Lambda(c)+ + pi-

14122                                    # Lambda(c)(2595)+ (from PDG2020)
3                                        # 3 decay channels
0.35            4222 -211            # Lambda(c)(2595)+ -> Sigma(c)(2455)++ + pi-
0.35            4112 211             # Lambda(c)(2595)+ -> Sigma(c)(2455)0 + pi+
0.3             4122 211 -211        # Lambda(c)(2595)+ -> Lambda(c)+ + pi+ + pi-

104122                                   # Lambda(c)(2625)+ (PDG2025 updated)
4                                        # 4 decay channels
0.5             4122 211 -211        # Lambda_c(2625)+ -> Lambda_c+ pi+pi- (PDG2025 50.2%)
0.4             4122 111             # Lambda_c(2625)+ -> Lambda_c+ pi0 (catch-all, PDG UL <50%)
0.05            4222 -211            # Lambda_c(2625)+ -> Sigma_c(2455)++ pi-
0.05            4112 211             # Lambda_c(2625)+ -> Sigma_c(2455)0 pi+

204126                                   # Lambda(c)(2880)+ (from PDG2020)
1                                        # 1 decay channel
1.0             4122 211 -211        # Lambda(c)(2880)+ -> Lambda(c)+ + pi+ + pi-

4232                                     # Xi(c)+ (from PDG2020)
1                                        # 1 decay channel
1.0             3312 211 211         # Xi(c)+ -> Xi- + pi+ + pi+

4132                                     # Xi(c)0 (from PDG2020)
1                                        # 1 decay channel
1.0             3312 211             # Xi(c)0 -> Xi- + pi+

4322                                     # Xi(c)'+ (from PDG2020)
1                                        # 1 decay channel
1.0             4232 22              # Xi(c)'+ -> Xi(c)+ + gamma

4312                                     # Xi(c)'0 (from PDG2020)
1                                        # 1 decay channel
1.0             4132 22              # Xi(c)'0 -> Xi(c)0 + gamma

4324                                     # Xi(c)(2645)+ (from PDG2020)
1                                        # 1 decay channel
1.0             4132 211             # Xi(c)(2645)+ -> Xi(c)0 + pi+

4314                                     # Xi(c)(2645)0 (from PDG2020)
1                                        # 1 decay channel
1.0             4232 -211            # Xi(c)(2645)0 -> Xi(c)+ + pi-

104324                                   # Xi(c)(2790)+ (from PDG2020)
1                                        # 1 decay channel
1.0             4322 111             # Xi(c)(2790)+ -> Xi(c)'+ + pi0

104314                                   # Xi(c)(2790)0 (from PDG2020)
1                                        # 1 decay channel
1.0             4312 111             # Xi(c)(2790)0 -> Xi(c)'0 + pi0

104322                                   # Xi(c)(2815)+ (from PDG2020)
1                                        # 1 decay channel
1.0             4232 211 -211        # Xi(c)(2815)+ -> Xi(c)+ + pi+ + pi-

104312                                   # Xi(c)(2815)0 (from PDG2020)
1                                        # 1 decay channel
1.0             4132 211 -211        # Xi(c)(2815)0 -> Xi(c)0 + pi+ + pi-

4332                                     # Omega(c) (from PDG2020)
6                                        # 6 decay channels
0.15            3222 -321 -321 211   # Omega(c) -> Sigma+ + K- + K- + pi+
0.15            3322 -321 211        # Omega(c) -> Xi0 + K- + pi+
0.15            3312 -321 211 211    # Omega(c) -> Xi- + K- + pi+ + pi+
0.3             3334 211             # Omega(c) -> Omega + pi+
0.2             3334 211 111         # Omega(c) -> Omega + pi+ + pi0
0.05            3334 -211 211 211    # Omega(c) -> Omega + pi- + pi+ + pi+

4334                                     # Omega(c)(2770) (from PDG2020)
1                                        # 1 decay channel
1.0             4332 22              # Omega(c)(2770) -> Omega(c) + gamma

10411                                    # D(0)*(2300)+ (PDG2025 new)
1                                        # 1 decay channel
1.0             421 211              # D(0)*(2300)+ -> D0 pi+

10413                                    # D(1)(2420)+ (PDG2025 new)
2                                        # 2 decay channels
0.5             423 211              # D(1)(2420)+ -> D*(2007)0 pi+
0.5             411 211 -211         # D(1)(2420)+ -> D+ pi+ pi-

20423                                    # D(1)(2430)0 (PDG2025 new)
1                                        # 1 decay channel
1.0             413 -211             # D(1)(2430)0 -> D*(2010)+ pi-

417                                      # D(3)*(2750)+ (PDG2025 new)
2                                        # 2 decay channels
0.5             421 211              # D(3)*(2750)+ -> D0 pi+
0.5             423 211              # D(3)*(2750)+ -> D*0 pi+

427                                      # D(3)*(2750)0 (PDG2025 new)
2                                        # 2 decay channels
0.5             411 -211             # D(3)*(2750)0 -> D+ pi-
0.5             413 -211             # D(3)*(2750)0 -> D*+ pi-

437                                      # D(s3)*(2860)+ (PDG2025 new)
2                                        # 2 decay channels
0.5             421 321              # D_s3*(2860) -> D0 K+
0.5             411 311              # D_s3*(2860) -> D+ K0

30433                                    # D(s1)*(2700)+ (PDG2025 new)
2                                        # 2 decay channels
0.5             421 321              # D_s1*(2700) -> D0 K+
0.5             423 321              # D_s1*(2700) -> D*0 K+

447                                      # psi(3)(3842) (PDG2025 new)
2                                        # 2 decay channels
0.5             421 -421             # psi(3)(3842) -> D0 Dbar0
0.5             411 -411             # psi(3)(3842) -> D+ D-

30445                                    # psi(2)(3823) (PDG2025 new)
2                                        # 2 decay channels
0.5             421 -421             # psi(2)(3823) -> D0 Dbar0
0.5             411 -411             # psi(2)(3823) -> D+ D-

9030443                                  # chi(c1)(3872) (PDG2025 new)
3                                        # 3 decay channels
0.5             443 211 -211         # chi_c1(3872) -> J/psi pi+pi-
0.3             443 111 111          # chi_c1(3872) -> J/psi pi0pi0
0.2             421 -421             # chi_c1(3872) -> D0 Dbar0 (near threshold)

9040441                                  # chi(c0)(3915) (PDG2025 new)
2                                        # 2 decay channels
0.5             443 223              # chi_c0(3915) -> J/psi omega
0.5             421 -421             # chi_c0(3915) -> D0 Dbar0

9050443                                  # chi(c1)(4140) (PDG2025 new)
2                                        # 2 decay channels
0.5             443 333              # chi_c1(4140) -> J/psi phi
0.5             431 -431             # chi_c1(4140) -> Ds+ Ds-

9060443                                  # psi(4230) (PDG2025 new)
3                                        # 3 decay channels
0.3             443 211 -211         # psi(4230) -> J/psi pi+pi-
0.3             10443 211 -211       # psi(4230) -> h_c pi+pi-
0.4             421 -421 111         # psi(4230) -> DDbar pi

9070443                                  # chi(c1)(4274) (PDG2025 new)
2                                        # 2 decay channels
0.5             443 333              # chi_c1(4274) -> J/psi phi
0.5             431 -431             # chi_c1(4274) -> Ds+ Ds-

9080443                                  # psi(4360) (PDG2025 new)
3                                        # 3 decay channels
0.4             443 211 -211         # psi(4360) -> J/psi pi+pi-
0.3             100443 211 -211      # psi(4360) -> psi(2S) pi+pi-
0.3             421 -421 111         # psi(4360) -> DDbar pi

9090443                                  # psi(4660) (PDG2025 new)
3                                        # 3 decay channels
0.4             100443 211 -211      # psi(4660) -> psi(2S) pi+pi-
0.3             443 211 -211         # psi(4660) -> J/psi pi+pi-
0.3             431 -431 111         # psi(4660) -> Ds Ds pi

204124                                   # Lambda(c)(2860)+ (PDG2025 new)
2                                        # 2 decay channels
0.5             421 2212             # Lambda_c(2860)+ -> D0 p
0.5             411 2112             # Lambda_c(2860)+ -> D+ n

304124                                   # Lambda(c)(2940)+ (PDG2025 new)
2                                        # 2 decay channels
0.5             421 2212             # Lambda_c(2940)+ -> D0 p
0.5             411 2112             # Lambda_c(2940)+ -> D+ n

9004114                                  # Sigma(c)(2800)0 (PDG2025 new)
1                                        # 1 decay channel
1.0             4122 -211            # Sigma_c(2800)0 -> Lambda_c+ pi-

9004214                                  # Sigma(c)(2800)+ (PDG2025 new)
1                                        # 1 decay channel
1.0             4122 111             # Sigma_c(2800)+ -> Lambda_c+ pi0

9004224                                  # Sigma(c)(2800)++ (PDG2025 new)
1                                        # 1 decay channel
1.0             4122 211             # Sigma_c(2800)++ -> Lambda_c+ pi+

204312                                   # Xi(c)(2970)0 (PDG2025 new)
2                                        # 2 decay channels
0.5             4132 211 -211        # Xi_c(2970)0 -> Xi_c0 pi+pi-
0.5             4312 111             # Xi_c(2970)0 -> Xi_c'0 pi0

204322                                   # Xi(c)(2970)+ (PDG2025 new)
2                                        # 2 decay channels
0.5             4232 211 -211        # Xi_c(2970)+ -> Xi_c+ pi+pi-
0.5             4322 111             # Xi_c(2970)+ -> Xi_c'+ pi0

9104324                                  # Xi(c)(3055)+ (PDG2025 new)
2                                        # 2 decay channels
0.5             4122 -321 211        # Xi_c(3055)+ -> Lambda_c+ K- pi+
0.5             411 3122             # Xi_c(3055)+ -> D+ Lambda

9204316                                  # Xi(c)(3080)0 (PDG2025 new)
2                                        # 2 decay channels
0.5             4122 -321            # Xi_c(3080)0 -> Lambda_c+ K-
0.5             421 3312             # Xi_c(3080)0 -> D0 Xi-

9204326                                  # Xi(c)(3080)+ (PDG2025 new)
2                                        # 2 decay channels
0.5             4122 -311 211        # Xi_c(3080)+ -> Lambda_c+ Kbar0 pi+
0.5             411 3322             # Xi_c(3080)+ -> D+ Xi0

9104332                                  # Omega(c)(3000) (PDG2025 new)
1                                        # 1 decay channel
1.0             4132 321             # Omega_c(3000) -> Xi_c0 K+

9104334                                  # Omega(c)(3065) (PDG2025 new)
1                                        # 1 decay channel
1.0             4132 321             # Omega_c(3065) -> Xi_c0 K+

9104336                                  # Omega(c)(3120) (PDG2025 new)
1                                        # 1 decay channel
1.0             4132 321             # Omega_c(3120) -> Xi_c0 K+

9204332                                  # Omega(c)(3050) (PDG2025 new)
1                                        # 1 decay channel
1.0             4132 321             # Omega_c(3050) -> Xi_c0 K+

9204334                                  # Omega(c)(3090) (PDG2025 new)
1                                        # 1 decay channel
1.0             4132 321             # Omega_c(3090) -> Xi_c0 K+

9304332                                  # Omega(c)(3185) (PDG2025 new)
1                                        # 1 decay channel
1.0             4132 321             # Omega_c(3185) -> Xi_c0 K+

9304334                                  # Omega(c)(3327) (PDG2025 new)
1                                        # 1 decay channel
1.0             4132 321             # Omega_c(3327) -> Xi_c0 K+
